"","record","uuid","date","markers","status","D1","D2","H1","H2","vlist","qtime","vos","vosr15oe","vbrowser","vbrowserr15oe","vmobiledevice","vmobileos","start_date","testing","decLang","list","userAgent","dcua","session","source","url","HidQTest","QRACE","QRACEr5oe","S2","H3","H3A","R1","D103","H5","D109","D110","H4","T1","H1A","H5A","Z1","D111","D107","AGE2","EDU2","nweight","Q1","Q2","Q3","Q4","Q5","F1r1","F1r2","F1r3","F1r4","F1r5","F1r6","Q6","Q7r1","Q7r2","Q7r3","Q7r4","Q8","Q8r10oe","Q9","Q10","Q11r1","Q11r2","Q11r3","Q11r4","Q11r5","Q12","Q12X","Q13","Q14r1","Q14r2","Q14r3","Q14r4","Q14r5","Q14r6","Q14r7","Q14r8","Q15","Q16r1","Q16r2","Q16r3","Q16r4","Q16r5","Q16r6","Q16r7","Q16r8","Q17","Q17X","Q18r1","Q18r2","Q18r3","Q18r4","Q18r5","Q18r6","Q19","Q20r1","Q20r2","Q20r3","Q20r4","Q20r5","Q21r1","Q21r2","Q21r3","Q21r4","Q22","Q23","Q24r1","Q24r2","D101","conditionsmarker_Q18B","conditionsmarker_Q18A","PID"
"551",292,"3mrngepzfexywpvr","11/13/2018 16:00","/TOTAL/CINT,/Gender/yaxdo,/Age/G6sOE,/GenderAge/rN2ZI,/Race/FIYZ",3,1,52,3,3,1,845.84,14,"",10,"",1,2,"11/13/2018 15:46","","","114","Mozilla/5.0 (Linux; Android 8.0.0; XT1650 Build/OCLS27.76-69-6; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/70.0.3538.80 Mobile Safari/537.36","sa","ft1qhrttjnyctdzk","","/survey/selfserve/53d/181153?state=478fb085b022ba9e87b5f87f20d08da86957849fQ000DI7E0000033d",3,1,"",15,3,2,1,3,2,5,5,1,4,3,4,"46526",3,3,3,2,1.02,2,5,3,2,2,6,6,6,6,6,1,1,1,1,1,1,1,"",2,4,1,1,4,2,4,1,1,6,2,3,2,2,2,2,2,3,3,1,2,4,2,3,3,1,2,2,2,NA,1,2,1,2,1,6,2,3,2,5,2,5,5,5,5,4,3,2,3,1,1,0,"43c0313f-03fa-d5bf-f7c6-07ebcfedd7ef"
"552",180,"bjjafbcsb7v2efvj","11/13/2018 16:02","/TOTAL/CINT,/Gender/yaxdo,/Age/G6sOE,/GenderAge/rN2ZI,/Race/FIYZ",3,1,55,3,4,1,1412.06,14,"",10,"",1,2,"11/13/2018 15:39","","","114","Mozilla/5.0 (Linux; Android 7.0; SAMSUNG-SM-G890A Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/70.0.3538.80 Mobile Safari/537.36","sa","yrknaf5a8h1fvdxz","","/survey/selfserve/53d/181153?state=a814cf0a6dd36ba205845cbf9c1951c991bb4e50Q0005EJU000004b0",3,1,"",14,3,2,1,3,2,5,5,1,4,3,4,"60442",5,1,3,2,1.02,1,2,5,1,1,1,2,4,1,4,1,1,1,1,1,1,1,"",1,4,2,4,2,2,4,2,NA,1,2,2,2,2,2,2,2,2,3,1,1,4,1,4,4,4,1,4,4,NA,2,1,1,2,2,4,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,0,"28ea856e-2a2a-98be-dd97-b3c19034fabe"
"553",671,"jtzfukdezfqhncbw","11/13/2018 16:03","/TOTAL/CINT,/Gender/yaxdo,/Age/G6sOE,/GenderAge/rN2ZI,/Race/FIYZ",3,1,52,3,3,1,767.5,14,"",10,"",3,2,"11/13/2018 15:51","","","114","Mozilla/5.0 (Linux; Android 5.1.1; KFDOWI) AppleWebKit/537.36 (KHTML, like Gecko) Silk/70.2.2 like Chrome/70.0.3538.64 Safari/537.36","ta","k92e34zheqp59cmg","","/survey/selfserve/53d/181153?state=6de0b27c26f9addba618d058b2965f975c1e500aQ000VTSM0000045b",3,1,"",26,4,2,1,3,2,4,4,1,4,3,3,"64093",4,1,3,2,1.02,2,2,2,2,2,1,1,4,1,4,1,3,3,4,4,3,1,"",3,4,2,1,2,3,2,1,2,2,3,3,4,4,3,4,4,3,4,1,1,4,1,4,4,4,4,5,4,NA,2,1,1,2,1,3,1,1,1,1,1,1,1,1,1,4,4,5,5,2,1,0,"b095eabe-3452-050a-a247-dcbe74422468"
"554",950,"ewerb2jsjae1rnq9","11/13/2018 16:18","/TOTAL/CINT,/Gender/yaxdo,/Age/G6sOE,/GenderAge/rN2ZI,/Race/FIYZ",3,1,63,3,4,1,1183.76,12,"",11,"",3,1,"11/13/2018 15:59","","","114","Mozilla/5.0 (iPad; CPU OS 9_3_5 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13G36 Safari/601.1","ti","0mpp8y24st4ymkdk","","/survey/selfserve/53d/181153?state=43055b4309f4829391a458ff762774041fded57fQ001Z5IE0000041d",3,1,"",50,3,2,1,4,2,5,5,1,4,3,4,"54455",4,3,3,3,1.02,1,5,3,2,1,1,1,4,6,3,2,2,1,2,2,2,11,"",2,3,2,2,3,2,2,2,NA,6,3,3,2,4,4,4,3,3,2,2,2,5,5,5,4,2,5,1,2,1,NA,1,1,2,1,6,3,3,5,2,3,2,5,2,5,3,5,2,3,6,0,1,"82fe3330-74a2-c94a-c9c9-05d57494a0ed"
"555",1190,"dke6tf3wwk24uyd0","11/13/2018 16:54","/TOTAL/CINT,/Gender/yaxdo,/Age/G6sOE,/GenderAge/rN2ZI,/Race/fTc5",3,1,52,3,3,1,331.38,14,"",10,"",3,2,"11/13/2018 16:49","","","114","Mozilla/5.0 (Linux; Android 5.1; B3-A20) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.80 Safari/537.36","ta","4anfzs1khtb9z8cv","","/survey/selfserve/53d/181153?state=96b2554c0ebdec7f7f6e20ab3eb1661126f6e7bbQ0033A1400000474",3,2,"",5,9,4,1,3,2,1,4,1,4,3,1,"94109",3,2,3,2,1.02,3,4,2,3,1,5,3,2,3,4,6,1,2,4,3,1,4,"",2,3,4,1,5,2,3,2,NA,3,3,2,2,4,2,1,3,1,1,2,3,2,3,5,3,3,1,3,2,NA,2,2,1,1,2,4,5,1,3,2,3,2,2,3,5,3,2,3,4,7,1,0,"51b59a74-5113-b36f-bf8d-ac9ee6c0c7ae"
"556",1209,"swuxxbphwvqwd63h","11/13/2018 16:59","/TOTAL/CINT,/Gender/yaxdo,/Age/G6sOE,/GenderAge/rN2ZI,/Race/fTc5",3,1,54,3,4,1,393.07,14,"",10,"",1,2,"11/13/2018 16:53","","","114","Mozilla/5.0 (Linux; Android 7.1.1; Moto E (4) Build/NCQS26.69-64-11; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/70.0.3538.80 Mobile Safari/537.36","sa","gdv2gwst68396hwg","","/survey/selfserve/53d/181153?state=d10ba63d7ad021b551a3662b4aca6491da6d72f4Q0034MZZ000004af",3,2,"",29,8,4,1,3,2,1,5,1,4,3,1,"89145",2,2,3,2,1.02,5,5,1,3,3,6,6,6,6,6,6,4,4,4,4,4,3,"",4,1,5,5,5,5,5,1,3,3,1,1,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4,4,4,NA,2,2,2,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,0,"f977348f-0ebe-1b02-7d76-025c6452985e"
"557",252,"n2e49zrsq2t139q7","11/13/2018 15:51","/TOTAL/CINT,/Gender/yaxdo,/Age/G6sOE,/GenderAge/rN2ZI,/Race/FIYZ",3,1,57,3,4,1,449.84,12,"",11,"",1,1,"11/13/2018 15:44","","","114","Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1","si","vkrwzn16pws5k62n","","/survey/selfserve/53d/181153?state=32cbf9d44c8d64ae8f4fce8f87cb6cb19834bb57Q000B0B70000045d",3,1,"",31,2,1,1,7,3,6,5,1,4,3,5,"08501",5,3,3,4,1.03,1,1,1,1,1,2,1,2,1,2,1,1,2,1,2,1,1,"",1,1,1,2,1,2,1,1,3,1,1,2,1,2,2,1,2,1,1,1,2,2,2,1,2,1,1,1,1,NA,1,2,1,1,1,4,3,4,3,4,4,4,4,3,3,4,1,1,2,1,1,0,"60ad8c7d-7966-6aba-9a84-ba862b7da1a8"
"558",561,"8x701g655hjhm6nt","11/13/2018 15:59","/TOTAL/CINT,/Gender/xJAGz,/Age/xZE0a,/GenderAge/aMoPc,/Race/FIYZ",3,2,46,2,3,1,650.29,13,"",12,"",5,6,"11/13/2018 15:49","","","114","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:63.0) Gecko/20100101 Firefox/63.0","..","gcwcxy0b9escd199","","/survey/selfserve/53d/181153?state=95064b3efb7747ca633d6b95100b2defcb441490Q000MTAR00000424",3,1,"",36,3,2,1,5,2,5,3,3,4,6,4,"43015",4,1,3,3,1.03,4,2,3,2,1,2,3,4,6,6,2,2,1,2,3,2,11,"",2,3,1,2,4,1,4,2,NA,2,2,2,4,4,2,2,2,2,3,3,2,3,2,3,2,2,1,3,4,1,NA,1,1,2,1,4,1,2,1,1,2,1,2,5,1,3,2,5,5,3,0,1,"4ea7ace8-9358-4597-9011-9a8cdd5d8b38"
"559",881,"v85etzware85ug6q","11/13/2018 16:08","/TOTAL/CINT,/Gender/yaxdo,/Age/s5vPn,/GenderAge/mh3C3,/Race/FIYZ",3,1,72,4,4,1,715.08,4,"",10,"",5,6,"11/13/2018 15:56","","","114","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36","..","2ye5zzusqt95zuuf","","/survey/selfserve/53d/181153?state=711de4092bdf00248463fe7ba5e3b42668721ec1Q001LKCP0000043e",3,1,"",14,3,2,1,4,2,5,4,1,4,4,4,"60465",4,1,4,3,1.03,4,2,3,2,3,2,3,3,3,6,3,3,2,3,3,3,11,"",3,3,1,1,1,1,1,1,2,6,1,3,1,1,1,1,1,3,2,3,2,3,3,5,2,2,5,2,2,NA,1,2,2,2,1,2,3,3,3,2,3,3,3,3,3,2,5,1,4,7,1,0,"8647268a-543e-d73c-7073-106c5c34875f"
"560",853,"ffey65yedp8n2nxk","11/13/2018 16:11","/TOTAL/CINT,/Gender/xJAGz,/Age/ySjbx,/GenderAge/YZ8P3,/Race/fTc5",3,2,27,1,2,1,1006.07,14,"",10,"",1,2,"11/13/2018 15:55","","","114","Mozilla/5.0 (Linux; Android 6.0.1; SM-S727VL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.80 Mobile Safari/537.36","sa","k3a0btb2xqt7jtzd","","/survey/selfserve/53d/181153?state=215225d18d5e943ac0daff53eedb85e3622cd68eQ001GKVD0000048e",3,2,"",1,6,3,1,2,1,1,2,2,4,5,1,"35901",3,2,1,1,1.03,4,3,2,2,2,1,1,1,2,2,4,3,3,3,3,3,3,"",3,2,1,1,1,1,2,1,2,6,1,1,1,3,1,2,4,1,2,5,5,2,2,2,2,1,3,1,2,2,NA,2,1,2,1,3,3,3,4,4,3,3,4,3,3,1,5,2,3,9,0,1,"b9646d01-13e5-9d82-53f8-5b4fb6c987d8"
"561",938,"w3hbvrtw6c2wzmvt","11/13/2018 16:12","/TOTAL/CINT,/Gender/yaxdo,/Age/s5vPn,/GenderAge/mh3C3,/Race/FIYZ",3,1,67,4,4,1,663.01,14,"",10,"",3,2,"11/13/2018 16:01","","","114","Mozilla/5.0 (Linux; Android 7.1.1; SM-T560NU Build/NMF26X; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/70.0.3538.80 Safari/537.36","ta","fxj32mwuup6zdrzt","","/survey/selfserve/53d/181153?state=4647e7f4eeca696453334a8bb4ca3d7b3d002573Q0026W6S00000495",3,1,"",36,3,2,1,3,2,4,5,1,4,4,3,"45205",1,1,4,2,1.03,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,"",1,3,1,1,1,1,1,2,NA,6,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,5,1,7,1,0,"3188dd07-35b0-2cb6-bffe-eba30852ddd7"
"562",1051,"zfk2q6eyz0ajefrv","11/13/2018 16:24","/TOTAL/CINT,/Gender/yaxdo,/Age/xZE0a,/GenderAge/sQTTp,/Race/FIYZ",3,1,46,2,3,1,728.89,5,"",12,"",5,6,"11/13/2018 16:12","","","114","Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:63.0) Gecko/20100101 Firefox/63.0","..","5kba2nmd7scnwbce","","/survey/selfserve/53d/181153?state=21d81c77070a18b6032fd8101bc921435cadce92Q002N0OG0000042b",3,1,"",44,7,3,1,8,3,9,6,4,4,2,6,"77407",3,1,3,4,1.03,4,2,3,2,3,2,2,4,3,4,3,3,4,4,3,4,10,"Gary Johnson",3,3,4,4,4,4,4,2,NA,2,4,4,4,4,4,4,4,4,2,4,4,2,4,1,1,1,1,1,1,NA,2,2,2,2,1,4,1,4,1,1,1,1,1,1,3,1,1,5,5,1,1,0,"9003be41-fc99-8c89-37b8-8828cab76895"
"563",1109,"khzzvt6uz6hhu6vg","11/13/2018 16:32","/TOTAL/CINT,/Gender/xJAGz,/Age/xZE0a,/GenderAge/aMoPc,/Race/FIYZ",3,2,47,2,3,1,537.98,4,"",3,"",5,6,"11/13/2018 16:23","","","114","Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko","..","14u6rhxhm809tnun","","/survey/selfserve/53d/181153?state=ec19942280fba2133118c0ac5634c9983a1e8930Q002UEIT0000041c",3,1,"",42,4,2,1,3,2,5,3,3,4,6,4,"57350",4,3,3,2,1.03,3,3,4,2,2,2,3,4,4,4,1,1,1,1,1,1,1,"",2,4,5,4,4,4,4,1,2,3,2,2,2,2,2,2,2,2,4,1,1,4,1,4,4,4,4,3,4,NA,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,4,5,5,5,9,1,0,"54404faa-0f01-4cd9-7453-796bab7edb77"
"564",1255,"uunx26yhxw2e75un","11/13/2018 17:06","/TOTAL/CINT,/Gender/xJAGz,/Age/xZE0a,/GenderAge/aMoPc,/Race/FIYZ",3,2,45,2,3,1,446.25,4,"",2,"",5,6,"11/13/2018 16:59","","","114","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134","..","ef45jnvns4ww9xbr","","/survey/selfserve/53d/181153?state=d3411c08a0e525bc39daccaef7f79206f6ba6913Q0037NY100000437",3,1,"",15,3,2,1,4,2,5,3,3,4,6,4,"46140",3,1,3,3,1.03,5,3,3,3,2,4,3,2,3,2,4,4,4,4,4,4,11,"",3,3,1,1,1,1,1,1,1,2,1,1,1,1,4,4,3,3,2,3,3,2,3,2,3,1,1,1,1,1,NA,2,1,1,1,5,3,3,5,5,3,3,3,3,3,2,2,2,3,1,0,1,"f555914c-8a30-a7e9-5fb5-a77ec41a5d9c"
"565",621,"peqsxz150z4k2z73","11/13/2018 16:11","/TOTAL/CINT,/Gender/xJAGz,/Age/ySjbx,/GenderAge/YZ8P3,/Race/FIYZ",3,2,22,1,2,1,1290.13,14,"",10,"",1,2,"11/13/2018 15:50","","","114","Mozilla/5.0 (Linux; Android 7.1.1; Z558VL Build/NMF26V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.116 Mobile Safari/537.36","sa","c7yx85sac52fnn57","","/survey/selfserve/53d/181153?state=95c7a6b263e639934966ea221bf5833da3cdf9bbQ000TB8S0000042f",3,1,"",20,1,1,1,2,1,1,3,3,4,5,1,"04572",3,2,1,1,1.04,3,5,2,5,2,5,6,5,5,5,3,3,2,2,2,3,11,"",3,2,2,1,1,1,1,1,2,6,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,2,1,NA,1,2,1,2,1,6,5,5,5,5,5,5,5,5,5,5,5,2,4,3,1,0,"f9919926-a51f-70e1-a6df-afbab236bdf6"
"566",1163,"ez5ujz6tbw55864t","11/13/2018 16:47","/TOTAL/CINT,/Gender/yaxdo,/Age/xZE0a,/GenderAge/sQTTp,/Race/FIYZ",3,1,40,2,3,1,646.01,14,"",10,"",1,2,"11/13/2018 16:36","","","114","Mozilla/5.0 (Linux; Android 8.0.0; SM-G950U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.80 Mobile Safari/537.36","sa","7jgjr9kfmtsfz9rd","","/survey/selfserve/53d/181153?state=9fb697b8083e26f0f392199e33897a210cfd5429Q00309Z50000045c",3,1,"",47,5,3,1,5,2,6,4,1,4,2,5,"22060",5,2,2,3,1.04,2,2,2,1,1,1,2,4,1,4,2,2,1,1,2,1,1,"",2,4,3,3,4,4,4,2,NA,2,2,4,4,4,2,4,2,2,1,2,1,3,1,3,3,3,4,3,4,2,NA,2,2,2,2,4,1,1,1,1,1,1,1,1,1,4,5,4,1,1,0,1,"00af0b5a-8f58-df39-9ba3-3d842f8f988a"
"567",499,"f6a77pe2u4a3jga1","11/13/2018 15:57","/TOTAL/CINT,/Gender/xJAGz,/Age/ySjbx,/GenderAge/YZ8P3,/Race/FIYZ",3,2,32,1,2,1,519.34,3,"",10,"",5,6,"11/13/2018 15:48","","","114","Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36","..","cjpduw89xjjqre8t","","/survey/selfserve/53d/181153?state=adfea7970a78161405349281b4832c5c77d312acQ000K8FP0000045e",3,1,"",29,8,4,1,5,2,4,3,3,4,5,3,"89143",2,1,2,3,1.05,5,2,2,3,3,3,3,3,3,3,4,4,4,3,4,3,11,"",3,3,1,1,1,1,1,1,2,3,3,3,3,4,4,3,4,3,4,3,1,2,3,2,2,2,2,1,1,1,NA,1,1,1,2,5,2,2,2,2,2,3,2,2,2,2,2,2,3,9,0,1,"113517e0-8423-ff9a-0219-211ee5279738"
"568",325,"um51t8x8tg9jwv97","11/13/2018 15:59","/TOTAL/CINT,/Gender/xJAGz,/Age/s5vPn,/GenderAge/EQkiw,/Race/FIYZ",3,2,74,4,5,1,730.99,14,"",10,"",3,2,"11/13/2018 15:46","","","114","Mozilla/5.0 (Linux; Android 5.1.1; KFSUWI) AppleWebKit/537.36 (KHTML, like Gecko) Silk/70.2.2 like Chrome/70.0.3538.64 Safari/537.36","ta","jm3y1d98j59p9ckw","","/survey/selfserve/53d/181153?state=1f733a2ba98e579700628c20363a9b60306276e6Q000EINR0000048b",3,1,"",31,2,1,1,6,3,2,1,2,4,8,2,"08035",2,1,4,4,1.05,5,2,3,2,3,3,3,2,3,6,4,4,2,4,4,4,3,"",4,3,1,1,1,1,1,1,3,3,1,1,1,1,4,4,4,3,4,4,2,5,2,1,1,1,1,4,1,1,NA,1,1,1,1,1,4,5,4,3,3,4,4,4,4,1,2,1,4,7,0,1,"238c687d-b84b-8d51-bb84-5ea75f2da1af"
"569",721,"93qv9x2qjr0kenak","11/13/2018 16:01","/TOTAL/CINT,/Gender/yaxdo,/Age/s5vPn,/GenderAge/mh3C3,/Race/FIYZ",3,1,73,4,5,1,558.72,5,"",10,"",5,6,"11/13/2018 15:52","","","114","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36","..","j5jh30qbm0ejx3e6","","/survey/selfserve/53d/181153?state=901fbb8a891f8dca5015b15541a6c3f36e8819a0Q0010DNH00000404",3,1,"",50,3,2,1,6,3,6,4,1,4,4,5,"54229",4,3,4,4,1.05,5,2,2,2,2,4,4,1,4,4,4,4,4,4,4,4,2,"",4,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,4,4,3,2,5,2,2,1,2,1,1,NA,1,1,1,1,1,2,4,4,4,3,4,4,4,4,4,1,1,1,4,7,1,0,"74b76772-634c-8a1c-808b-519cd623baa3"
"570",510,"1x7vvdaj0cktjf4b","11/13/2018 16:02","/TOTAL/CINT,/Gender/xJAGz,/Age/s5vPn,/GenderAge/EQkiw,/Race/FIYZ",3,2,72,4,4,1,852.64,4,"",10,"",5,6,"11/13/2018 15:48","","","114","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36","..","sjmd91f8q1kg47q9","","/survey/selfserve/53d/181153?state=4db75ec1521247fe78cc6abc43fe821e82bf028fQ000KELX00000429",3,1,"",7,1,1,1,7,3,3,2,2,4,8,2,"06518",2,1,4,4,1.05,5,2,2,3,3,4,4,2,2,2,4,4,3,4,4,4,11,"",4,2,1,1,1,1,1,1,2,3,1,1,1,1,1,4,1,1,4,3,1,5,5,1,2,1,1,1,2,1,NA,1,1,1,1,1,4,4,4,4,4,4,4,4,3,1,2,1,4,7,0,1,"e328a85b-5ec3-407d-1fa2-9e0351d3cb8f"
"571",678,"ftcvkkhf47bb56ab","11/13/2018 16:03","/TOTAL/CINT,/Gender/yaxdo,/Age/G6sOE,/GenderAge/rN2ZI,/Race/FIYZ",3,1,63,3,4,1,727.68,14,"",10,"",3,2,"11/13/2018 15:51","","","114","Mozilla/5.0 (Linux; Android 7.0; SM-T580) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.80 Safari/537.36","ta","9jkw176tuhyyb8y2","","/survey/selfserve/53d/181153?state=4b0cee5447c19843c88236b9c141f3fd7980cbc6Q000WEYP00000447",3,1,"",36,3,2,1,6,3,6,4,1,4,3,5,"45015",5,1,3,4,1.05,5,2,3,1,1,2,3,4,2,4,2,2,2,1,1,2,1,"",3,4,2,1,3,3,3,2,NA,2,3,3,2,2,4,4,2,2,2,1,1,4,2,4,4,4,4,1,2,NA,1,2,1,1,1,5,2,3,1,1,3,3,3,5,5,4,3,5,5,1,1,0,"b8d1d5f4-e3d6-39b3-e60d-e3fa73faf628"
"572",1006,"94da47078xbvzan4","11/13/2018 16:11","/TOTAL/CINT,/Gender/yaxdo,/Age/G6sOE,/GenderAge/rN2ZI,/Race/FIYZ",3,1,52,3,3,1,355.78,5,"",10,"",5,6,"11/13/2018 16:05","","","114","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36","..","4a4zyyxspujs9wjr","","/survey/selfserve/53d/181153?state=6d5af0421d948727d9e39ce6d5e0e24e661f72e1Q002EL5K00000446",3,1,"",15,3,2,1,6,3,6,5,1,4,3,5,"46278",5,1,3,4,1.05,1,2,3,1,1,2,2,4,2,4,1,1,1,1,1,1,1,"",2,3,2,4,5,2,2,2,NA,3,4,4,4,4,4,4,4,4,3,1,1,5,5,5,4,4,4,5,5,1,NA,1,1,1,2,5,5,5,5,5,5,5,5,5,5,4,4,5,5,1,0,1,"22ceb07d-b378-20b3-f984-86e57ef55ba5"
"573",485,"zvf7xxqqx2bmf9uz","11/13/2018 16:21","/TOTAL/CINT,/Gender/xJAGz,/Age/xZE0a,/GenderAge/aMoPc,/Race/FIYZ",3,2,39,2,3,1,1980.36,5,"",10,"",5,6,"11/13/2018 15:48","","","114","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36","..","0auhj8v1nyn05pm2","","/survey/selfserve/53d/181153?state=44c1960b9552519a744c1aca0939af99bb95f3a8Q000J9IN0000043e",3,1,"",50,3,2,1,6,3,6,3,3,4,6,5,"53132",3,1,2,4,1.05,3,4,3,2,2,6,2,4,6,3,3,3,2,2,2,3,1,"",3,3,2,1,2,3,2,2,NA,2,1,2,2,4,4,4,2,2,3,1,2,4,1,4,3,4,3,1,1,NA,1,1,1,1,1,5,1,3,1,1,3,3,3,2,3,4,4,2,3,1,1,0,"f7fa1ffc-64c5-f797-cd05-29d160d5b026"
"574",986,"uhgzf3tz4cs9cqy6","11/13/2018 16:23","/TOTAL/CINT,/Gender/yaxdo,/Age/xZE0a,/GenderAge/sQTTp,/Race/fTc5",3,1,48,2,3,1,1237.29,14,"",10,"",1,2,"11/13/2018 16:02","","","114","Mozilla/5.0 (Linux; Android 8.0.0; moto e5 cruise) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.80 Mobile Safari/537.36","sa","jpracqbwa3dwbcyr","","/survey/selfserve/53d/181153?state=5d6e3a8a76cef2bd2749be77455e4da165e5ebbcQ0028PUJ0000044f",3,2,"",34,5,3,1,4,2,1,3,3,4,2,1,"28303",2,2,3,3,1.05,5,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,2,"",4,4,2,5,5,2,5,1,3,3,1,1,1,1,1,1,4,1,4,4,5,1,3,1,1,1,1,1,1,NA,1,2,1,1,1,5,2,3,3,4,4,4,4,4,3,1,1,5,4,2,1,0,"0351978a-4506-69ea-6673-a17a91349d5b"
"575",1226,"u6w5n37czpsm6xn4","11/13/2018 17:06","/TOTAL/CINT,/Gender/yaxdo,/Age/G6sOE,/GenderAge/rN2ZI,/Race/FIYZ",3,1,61,3,4,1,777.65,5,"",3,"",5,6,"11/13/2018 16:54","","","114","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko","..","dhhqc7ff1n9j5qtz","","/survey/selfserve/53d/181153?state=704bda212c323f5636254171b01b5ead8cded125Q0034U8O0000041c",3,1,"",36,3,2,1,6,3,6,4,1,4,3,5,"44138",4,1,3,4,1.05,2,2,4,1,1,1,2,4,2,3,2,2,1,2,1,2,1,"",2,3,1,1,2,2,1,1,1,2,2,2,2,3,2,2,2,2,3,1,2,2,1,3,3,2,2,5,3,1,NA,1,2,2,1,3,2,4,1,1,2,3,2,2,2,3,3,3,2,1,0,1,"dcb2a516-761b-970b-b8ef-9399b1d5a0c5"
"576",1550,"xqyrfvqrk3nanzup","11/13/2018 22:49","/TOTAL/CINT,/Gender/xJAGz,/Age/ySjbx,/GenderAge/YZ8P3,/Race/yxIn",3,2,23,1,2,1,419.23,12,"",11,"",1,1,"11/13/2018 22:43","","","114","Mozilla/5.0 (iPhone; CPU iPhone OS 11_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1","si","hxw06pu41u8zg2k9","","/survey/selfserve/53d/181153?state=54a375e59028b10da5f02a0126ffecf7d452dd81Q003PFDD0000048f",3,3,"",5,9,4,1,6,3,5,1,2,4,5,4,"91740",1,1,1,4,1.05,5,3,3,2,1,4,2,3,5,6,4,4,4,4,4,4,2,"",4,2,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,4,4,4,5,5,1,1,1,1,2,2,NA,2,2,1,2,1,1,4,4,4,4,4,4,4,4,4,1,5,5,4,9,1,0,"f36846c0-608c-a6ad-6739-70430e94b811"
